group,ref_role,ligand_id,system,mode,affinity,affinity_kcal_mol,mode1_affinity_kcal_mol,rmsd_lb,rmsd_ub,min_distance_A,min_distance_to_key_residues_A,contacts_4A,contacts_4A_detail,n_contacted_key_residues_4A,contacted_key_residues_4A,contacts_6A,contacts_6A_detail,n_near_key_residues_6A,near_key_residues_6A,chain_contacts,chain_near_6A,n_contacted_chains_4A,n_near_chains_6A,anchor_ref_panel,comparator_ref_panel,anchor_ref_median_affinity,comparator_ref_median_affinity,affinity_points_25,keyres_points_30,interface_points_20,mode_reliability_points_10,system_score,system_score_85,interface_flag,key_contact_flag,pose_file
candidate,candidate,10.2,40chol,7,-5.121,-5.121,-5.796,2.166,4.199,2.560,2.56,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,12.92,25.50,20.00,5.00,63.42,63.42,1,1,C:\TRKB_WP2\docking\results_batch\40chol\10.2_40chol_out.pdbqt
candidate,candidate,10.3,40chol,4,-5.171,-5.171,-5.925,13.765,15.559,1.904,1.904,3,SER20_chainA;TYR13_chainB;VAL17_chainB,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,14.64,26.50,20.00,6.00,67.14,67.14,1,1,C:\TRKB_WP2\docking\results_batch\40chol\10.3_40chol_out.pdbqt
candidate,candidate,10.4,40chol,10,-4.916,-4.916,-6.161,13.644,15.572,1.776,1.776,3,SER20_chainA;TYR13_chainB;VAL17_chainB,3,SER20_chainA;TYR13_chainB;VAL17_chainB,4,SER20_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,4,SER20_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,5.89,24.50,20.00,2.00,52.39,52.39,1,1,C:\TRKB_WP2\docking\results_batch\40chol\10.4_40chol_out.pdbqt
candidate,candidate,11.1,40chol,6,-4.608,-4.608,-5.816,3.714,5.799,2.556,2.556,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,0.00,25.50,20.00,3.00,48.50,48.50,1,1,C:\TRKB_WP2\docking\results_batch\40chol\11.1_40chol_out.pdbqt
candidate,candidate,11.2,40chol,4,-5.101,-5.101,-5.548,5.065,8.212,1.407,1.407,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,12.24,24.50,20.00,7.00,63.74,63.74,1,1,C:\TRKB_WP2\docking\results_batch\40chol\11.2_40chol_out.pdbqt
candidate,candidate,11.3,40chol,5,-4.7,-4.7,-5.642,2.436,3.704,2.350,2.35,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,0.00,26.50,20.00,5.00,51.50,51.50,1,1,C:\TRKB_WP2\docking\results_batch\40chol\11.3_40chol_out.pdbqt
candidate,candidate,11.4,40chol,5,-5.093,-5.093,-5.556,4.502,6.373,2.733,2.733,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,11.96,25.50,20.00,7.00,64.46,64.46,1,1,C:\TRKB_WP2\docking\results_batch\40chol\11.4_40chol_out.pdbqt
candidate,candidate,12.1,40chol,10,-4.571,-4.571,-5.351,2.668,3.989,2.013,2.013,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,0.00,26.50,20.00,4.00,50.50,50.50,1,1,C:\TRKB_WP2\docking\results_batch\40chol\12.1_40chol_out.pdbqt
candidate,candidate,12.2,40chol,3,-5.321,-5.321,-5.362,2.903,6.408,2.832,2.832,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,19.79,25.50,20.00,9.00,74.29,74.29,1,1,C:\TRKB_WP2\docking\results_batch\40chol\12.2_40chol_out.pdbqt
candidate,candidate,13.1,40chol,6,-5.24,-5.24,-5.558,1.969,2.303,2.679,2.679,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,17.01,25.50,20.00,6.00,68.51,68.51,1,1,C:\TRKB_WP2\docking\results_batch\40chol\13.1_40chol_out.pdbqt
candidate,candidate,13.2,40chol,10,-4.76,-4.76,-5.77,2.362,4.757,2.903,2.903,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,0.53,25.50,20.00,3.00,49.03,49.03,1,1,C:\TRKB_WP2\docking\results_batch\40chol\13.2_40chol_out.pdbqt
candidate,candidate,13.3,40chol,3,-5.398,-5.398,-5.538,3.055,4.497,2.530,2.53,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,22.43,25.50,20.00,9.00,76.93,76.93,1,1,C:\TRKB_WP2\docking\results_batch\40chol\13.3_40chol_out.pdbqt
candidate,candidate,13.4,40chol,10,-5.116,-5.116,-5.776,2.393,3.677,2.872,2.872,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,12.75,25.50,20.00,4.00,62.25,62.25,1,1,C:\TRKB_WP2\docking\results_batch\40chol\13.4_40chol_out.pdbqt
candidate,candidate,14.1,40chol,8,-5.076,-5.076,-5.838,3.285,7.01,2.378,2.378,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,11.38,24.50,20.00,4.00,59.88,59.88,1,1,C:\TRKB_WP2\docking\results_batch\40chol\14.1_40chol_out.pdbqt
candidate,candidate,14.2,40chol,3,-5.643,-5.643,-5.821,2.152,4.395,2.590,2.59,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,25.00,25.50,20.00,9.00,79.50,79.50,1,1,C:\TRKB_WP2\docking\results_batch\40chol\14.2_40chol_out.pdbqt
candidate,candidate,14.3,40chol,6,-5.244,-5.244,-5.974,17.072,19.29,2.599,2.599,2,SER20_chainA;VAL17_chainB,2,SER20_chainA;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,17.14,22.00,20.00,5.00,64.14,64.14,1,1,C:\TRKB_WP2\docking\results_batch\40chol\14.3_40chol_out.pdbqt
candidate,candidate,14.4,40chol,2,-5.298,-5.298,-5.835,3.362,6.233,1.856,1.856,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,19.00,24.50,20.00,7.00,70.50,70.50,1,1,C:\TRKB_WP2\docking\results_batch\40chol\14.4_40chol_out.pdbqt
candidate,candidate,15.1,40chol,9,-4.464,-4.464,-5.511,3.297,5.117,2.393,2.393,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,0.00,26.50,20.00,3.00,49.50,49.50,1,1,C:\TRKB_WP2\docking\results_batch\40chol\15.1_40chol_out.pdbqt
candidate,candidate,15.2,40chol,9,-5.004,-5.004,-5.556,1.372,2.103,2.724,2.724,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,8.91,25.50,20.00,4.00,58.41,58.41,1,1,C:\TRKB_WP2\docking\results_batch\40chol\15.2_40chol_out.pdbqt
candidate,candidate,16.1,40chol,7,-4.936,-4.936,-5.544,13.65,15.129,1.916,1.916,3,SER20_chainA;TYR13_chainB;VAL17_chainB,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,6.57,26.50,20.00,5.00,58.07,58.07,1,1,C:\TRKB_WP2\docking\results_batch\40chol\16.1_40chol_out.pdbqt
candidate,candidate,16.2,40chol,1,-5.443,-5.443,-5.443,0.0,0.0,2.662,2.662,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,23.97,23.50,20.00,10.00,77.47,77.47,1,1,C:\TRKB_WP2\docking\results_batch\40chol\16.2_40chol_out.pdbqt
candidate,candidate,16.3,40chol,2,-5.309,-5.309,-5.466,2.388,5.502,2.723,2.723,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,19.37,25.50,20.00,9.00,73.87,73.87,1,1,C:\TRKB_WP2\docking\results_batch\40chol\16.3_40chol_out.pdbqt
candidate,candidate,16.4,40chol,6,-5.132,-5.132,-5.789,3.006,5.71,2.458,2.458,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,13.30,26.50,20.00,5.00,64.80,64.80,1,1,C:\TRKB_WP2\docking\results_batch\40chol\16.4_40chol_out.pdbqt
candidate,candidate,17.1,40chol,4,-5.984,-5.984,-6.129,1.576,3.005,2.842,2.842,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,25.00,25.50,20.00,8.00,78.50,78.50,1,1,C:\TRKB_WP2\docking\results_batch\40chol\17.1_40chol_out.pdbqt
candidate,candidate,17.2,40chol,2,-5.785,-5.785,-5.915,1.618,2.186,2.599,2.599,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,25.00,25.50,20.00,9.00,79.50,79.50,1,1,C:\TRKB_WP2\docking\results_batch\40chol\17.2_40chol_out.pdbqt
candidate,candidate,17.3,40chol,8,-5.286,-5.286,-5.82,2.833,5.688,2.424,2.424,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,18.59,26.50,20.00,4.00,69.09,69.09,1,1,C:\TRKB_WP2\docking\results_batch\40chol\17.3_40chol_out.pdbqt
candidate,candidate,17.4,40chol,8,-5.147,-5.147,-5.807,3.243,6.41,2.633,2.633,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,13.81,25.50,20.00,4.00,63.31,63.31,1,1,C:\TRKB_WP2\docking\results_batch\40chol\17.4_40chol_out.pdbqt
candidate,candidate,18.1,40chol,4,-5.06,-5.06,-5.703,3.223,5.746,2.491,2.491,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,4,SER20_chainB;TYR13_chainA;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,10.83,24.50,20.00,6.00,61.33,61.33,1,1,C:\TRKB_WP2\docking\results_batch\40chol\18.1_40chol_out.pdbqt
candidate,candidate,18.2,40chol,7,-5.716,-5.716,-6.491,3.003,4.294,1.708,1.708,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,25.00,26.50,20.00,5.00,76.50,76.50,1,1,C:\TRKB_WP2\docking\results_batch\40chol\18.2_40chol_out.pdbqt
candidate,candidate,18.3,40chol,4,-4.991,-4.991,-5.907,3.356,5.694,2.699,2.699,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,8.46,23.50,20.00,5.00,56.96,56.96,1,1,C:\TRKB_WP2\docking\results_batch\40chol\18.3_40chol_out.pdbqt
candidate,candidate,18.4,40chol,9,-4.823,-4.823,-5.677,3.347,6.066,2.680,2.68,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,2.69,25.50,20.00,3.00,51.19,51.19,1,1,C:\TRKB_WP2\docking\results_batch\40chol\18.4_40chol_out.pdbqt
candidate,candidate,19.1,40chol,8,-5.461,-5.461,-6.088,13.741,15.492,1.934,1.934,3,SER20_chainA;TYR13_chainB;VAL17_chainB,3,SER20_chainA;TYR13_chainB;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainA;SER20_chainB;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,24.59,26.50,20.00,4.00,75.09,75.09,1,1,C:\TRKB_WP2\docking\results_batch\40chol\19.1_40chol_out.pdbqt
candidate,candidate,19.2,40chol,10,-5.021,-5.021,-6.127,2.063,4.307,2.582,2.582,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,9.49,25.50,20.00,3.00,57.99,57.99,1,1,C:\TRKB_WP2\docking\results_batch\40chol\19.2_40chol_out.pdbqt
candidate,candidate,2.1,40chol,3,-5.311,-5.311,-5.326,2.149,4.206,2.677,2.677,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,19.44,23.50,20.00,9.00,71.94,71.94,1,1,C:\TRKB_WP2\docking\results_batch\40chol\2.1_40chol_out.pdbqt
candidate,candidate,2.2,40chol,2,-5.547,-5.547,-5.776,0.908,1.772,2.496,2.496,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,25.00,26.50,20.00,9.00,80.50,80.50,1,1,C:\TRKB_WP2\docking\results_batch\40chol\2.2_40chol_out.pdbqt
candidate,candidate,2.3,40chol,2,-5.309,-5.309,-5.479,1.926,3.245,2.983,2.983,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,19.37,25.50,20.00,9.00,73.87,73.87,1,1,C:\TRKB_WP2\docking\results_batch\40chol\2.3_40chol_out.pdbqt
candidate,candidate,2.4,40chol,5,-5.023,-5.023,-5.391,1.748,2.698,2.626,2.626,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,4,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,9.56,23.50,20.00,7.00,60.06,60.06,1,1,C:\TRKB_WP2\docking\results_batch\40chol\2.4_40chol_out.pdbqt
candidate,candidate,20.1,40chol,6,-4.805,-4.805,-5.396,2.777,4.492,2.552,2.552,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,2.08,25.50,20.00,5.00,52.58,52.58,1,1,C:\TRKB_WP2\docking\results_batch\40chol\20.1_40chol_out.pdbqt
candidate,candidate,20.2,40chol,1,-5.172,-5.172,-5.172,0.0,0.0,2.686,2.686,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,14.67,25.50,20.00,10.00,70.17,70.17,1,1,C:\TRKB_WP2\docking\results_batch\40chol\20.2_40chol_out.pdbqt
candidate,candidate,20.3,40chol,4,-5.096,-5.096,-5.565,2.876,3.914,1.799,1.799,3,SER20_chainB;TYR13_chainA;VAL17_chainA,3,SER20_chainB;TYR13_chainA;VAL17_chainA,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,5,SER20_chainB;TYR13_chainA;TYR13_chainB;VAL17_chainA;VAL17_chainB,2,2,2,2,FLX_R;FLX_S;HNK_RR;IMI,CPZ;DPH;HNK_SS;ISO;KET_R;KET_S;MOC;VEN,-5.351,-4.745,12.06,26.50,20.00,7.00,65.56,65.56,1,1,C:\TRKB_WP2\docking\results_batch\40chol\20.3_40chol_out.pdbqt
