step,time_ps,temperature_K,potential_energy_kJ_mol,kinetic_energy_kJ_mol,total_energy_kJ_mol,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_min_distance_to_key_residues_A,ligand_near_chains_count,ligand_heavy_rmsd_vs_50ps_input_A,severe_lt_1A,close_lt_1p5A,status
37000,18.5,309.534,-452418.160187,144567.328125,-307850.832062,3.52832,3.62217,3.54238,3.52832,2,0.93073,0,0,ok
38000,19,310.309,-452513.60257,144929.359375,-307584.243195,3.51775,3.52376,3.48132,3.48132,2,0.975169,0,0,ok
39000,19.5,313.671,-453139.021515,146499.296875,-306639.72464,3.38786,3.46551,3.8954,3.38786,2,0.968455,0,0,ok
40000,20,310.624,-452852.328156,145076.609375,-307775.718781,3.36625,3.02574,3.38034,3.02574,2,1.1488,0,0,ok
41000,20.5,311.804,-454888.84964,145627.5625,-309261.28714,3.51743,4.06415,3.26364,3.26364,2,1.02772,0,0,ok
42000,21,310.87,-453350.798859,145191.5,-308159.298859,3.44689,3.65422,3.40641,3.40641,2,0.853281,0,0,ok
43000,21.5,308.91,-453215.082062,144275.859375,-308939.222687,3.53006,3.48706,3.73017,3.48706,2,1.02797,0,0,ok
44000,22,308.652,-452262.28714,144155.515625,-308106.771515,3.45271,3.63038,3.58374,3.45271,2,1.2528,0,0,ok
45000,22.5,309.144,-453786.763703,144385.359375,-309401.404328,3.32654,3.76064,3.38859,3.32654,2,1.25167,0,0,ok
46000,23,311.636,-453894.862335,145548.890625,-308345.97171,3.46259,3.68943,3.14952,3.14952,2,1.22552,0,0,ok
47000,23.5,310.716,-454207.090851,145119.53125,-309087.559601,3.82752,3.52516,3.56054,3.52516,2,0.821303,0,0,ok
48000,24,309.198,-454044.093781,144410.5,-309633.593781,3.5554,3.2594,3.56882,3.2594,2,1.45804,0,0,ok
49000,24.5,308.702,-453732.882843,144178.640625,-309554.242218,3.39902,3.7721,4.0128,3.39902,2,0.906068,0,0,ok
50000,25,311.158,-453852.84964,145326.03125,-308526.81839,3.71219,3.62218,4.14468,3.62218,2,1.07238,0,0,ok
51000,25.5,312.556,-453564.726593,145978.578125,-307586.148468,3.57703,3.3125,3.93372,3.3125,2,1.16925,0,0,ok
52000,26,309.784,-453810.078156,144684.28125,-309125.796906,3.88848,2.90202,3.50435,2.90202,2,1.00433,0,0,ok
53000,26.5,309.381,-454839.091828,144495.921875,-310343.169953,4.06164,3.37594,3.55004,3.37594,2,0.671642,0,0,ok
54000,27,308.196,-454946.905304,143942.4375,-311004.467804,4.02592,3.39814,3.6796,3.39814,2,0.673508,0,0,ok
55000,27.5,310.297,-454062.56546,144923.53125,-309139.03421,4.24031,2.94255,3.32526,2.94255,2,0.760637,0,0,ok
56000,28,309.467,-453929.731476,144535.984375,-309393.747101,4.24096,3.19631,3.72504,3.19631,2,0.709186,0,0,ok
57000,28.5,310.281,-454297.759796,144916.09375,-309381.666046,3.93441,3.41587,3.53526,3.41587,2,0.905188,0,0,ok
58000,29,310.986,-454108.798859,145245.5,-308863.298859,3.8493,3.62275,3.7632,3.62275,2,0.92394,0,0,ok
59000,29.5,308.894,-453439.253937,144268.609375,-309170.644562,3.30224,3.32998,3.48478,3.30224,2,1.12513,0,0,ok
60000,30,311.346,-453732.829132,145413.71875,-308319.110382,3.61373,4.04473,3.65497,3.61373,2,1.01982,0,0,ok
61000,30.5,312.674,-454455.522492,146034.03125,-308421.491242,3.80948,4.22139,3.45956,3.45956,2,1.21591,0,0,ok
62000,31,309.793,-454366.347687,144688.3125,-309678.035187,4.0076,4.02013,3.44197,3.44197,2,1.55342,0,0,ok
63000,31.5,311.934,-454239.771515,145688.234375,-308551.53714,3.86945,3.65032,3.12576,3.12576,2,1.26509,0,0,ok
64000,32,311.511,-454124.060578,145490.703125,-308633.357453,3.6182,3.83626,3.61021,3.61021,2,1.24175,0,0,ok
65000,32.5,311.582,-454797.126007,145524.03125,-309273.094757,3.89545,3.87533,3.51262,3.51262,2,1.355,0,0,ok
66000,33,308.669,-454159.658234,144163.3125,-309996.345734,3.45419,4.0228,3.48595,3.45419,2,1.38343,0,0,ok
67000,33.5,308.227,-453093.281281,143956.8125,-309136.468781,3.57352,4.25877,3.38226,3.38226,2,1.68736,0,0,ok
68000,34,308.187,-454050.007843,143938,-310112.007843,4.26134,4.12171,3.63856,3.63856,2,1.58596,0,0,ok
69000,34.5,308.098,-452241.395539,143896.5,-308344.895539,4.01275,4.10831,3.52277,3.52277,2,1.44264,0,0,ok
70000,35,311.749,-453046.488312,145601.671875,-307444.816437,3.46362,3.75817,4.06762,3.46362,2,1.62815,0,0,ok
71000,35.5,308.66,-453349.876007,144159,-309190.876007,3.38381,4.00364,3.67464,3.38381,2,1.40529,0,0,ok
72000,36,308.504,-453250.384796,144086.359375,-309164.025421,3.93982,3.92846,3.26444,3.26444,2,1.59716,0,0,ok
73000,36.5,310.079,-452777.69632,144821.953125,-307955.743195,3.64604,3.93539,4.24534,3.64604,2,1.44468,0,0,ok
74000,37,312.507,-453714.030304,145955.9375,-307758.092804,3.77166,3.17828,3.82825,3.17828,2,1.11925,0,0,ok
75000,37.5,311.969,-454133.651398,145704.75,-308428.901398,4.1637,3.54961,3.46411,3.46411,2,1.12621,0,0,ok
76000,38,312.451,-453261.795929,145929.78125,-307332.014679,3.55653,2.95109,3.01925,2.95109,2,1.15483,0,0,ok
77000,38.5,310.11,-454245.286652,144836.265625,-309409.021027,3.96321,3.62318,3.27137,3.27137,2,1.36213,0,0,ok
78000,39,311.86,-455709.583039,145653.671875,-310055.911164,3.41023,3.96885,3.59487,3.41023,2,1.21667,0,0,ok
79000,39.5,309.863,-454572.310578,144721.03125,-309851.279328,3.51309,3.5029,3.44353,3.44353,2,1.15825,0,0,ok
80000,40,311.907,-454933.844757,145675.625,-309258.219757,3.75686,3.38229,3.68483,3.38229,2,1.08378,0,0,ok
81000,40.5,311.518,-453062.491242,145493.875,-307568.616242,3.51737,3.5495,3.69538,3.51737,2,1.20186,0,0,ok
82000,41,309.617,-452446.192414,144606.015625,-307840.176789,3.69103,3.27169,3.7751,3.27169,2,1.17449,0,0,ok
83000,41.5,308.614,-454467.084992,144137.65625,-310329.428742,3.84727,3.3549,3.45568,3.3549,2,1.14377,0,0,ok
84000,42,309.757,-453259.578156,144671.6875,-308587.890656,3.59154,3.76056,3.33969,3.33969,2,1.45744,0,0,ok
85000,42.5,312.497,-453741.029328,145951.21875,-307789.810578,3.94136,3.85566,3.82162,3.82162,2,1.42848,0,0,ok
86000,43,310.632,-453274.136749,145080.015625,-308194.121124,3.55222,3.97592,3.5461,3.5461,2,1.69399,0,0,ok
87000,43.5,308.743,-453858.894562,144197.90625,-309660.988312,3.449,3.95576,3.58752,3.449,2,1.69354,0,0,ok
88000,44,310.391,-454652.35257,144967.5625,-309684.79007,4.07337,3.65967,3.80718,3.65967,2,1.37444,0,0,ok
89000,44.5,314.33,-453092.657257,146807.28125,-306285.376007,3.99335,3.71132,3.74941,3.71132,2,1.23884,0,0,ok
90000,45,310.017,-453987.242218,144792.9375,-309194.304718,3.81169,3.49802,3.71326,3.49802,2,1.13273,0,0,ok
91000,45.5,311.737,-454433.090851,145596.15625,-308836.934601,4.02778,3.44878,3.50065,3.44878,2,1.23254,0,0,ok
92000,46,312.64,-453736.751984,146018,-307718.751984,4.10153,3.50062,3.53112,3.50062,2,1.10028,0,0,ok
93000,46.5,311.605,-453773.480499,145534.59375,-308238.886749,4.12387,3.31212,3.59863,3.31212,2,1.10187,0,0,ok
94000,47,309.393,-455338.834015,144501.546875,-310837.28714,3.7732,3.35899,3.75545,3.35899,2,1.00488,0,0,ok
95000,47.5,309.334,-454800.00296,144473.765625,-310326.237335,3.79071,3.56531,3.59463,3.56531,2,1.18905,0,0,ok
96000,48,309.035,-453249.623078,144334.15625,-308915.466828,3.91851,3.73663,3.71951,3.71951,2,1.07123,0,0,ok
97000,48.5,308.505,-453651.249054,144086.875,-309564.374054,3.58137,3.64112,3.3939,3.3939,2,1.08902,0,0,ok
98000,49,307.945,-453768.588898,143825.375,-309943.213898,3.8048,3.18187,3.63835,3.18187,2,1.2743,0,0,ok
99000,49.5,310.96,-452474.709503,145233.3125,-307241.397003,4.18209,3.3134,3.56354,3.3134,2,1.60136,0,0,ok
100000,50,312.637,-454017.376007,146016.46875,-308000.907257,4.43781,3.28734,3.21435,3.21435,2,1.6911,0,0,ok
