step,time_ps,temperature_K,potential_energy_kJ_mol,kinetic_energy_kJ_mol,total_energy_kJ_mol,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_min_distance_to_key_residues_A,ligand_near_chains_count,ligand_heavy_rmsd_vs_100ps_input_A,ligand_heavy_rmsd_vs_original_R2_minimized_input_A,severe_lt_1A,close_lt_1p5A,status
130000,65,309.896,-447217.516917,140804.40625,-306413.110667,3.4909,6.38878,6.41605,3.4909,2,1.10575,3.42593,0,0,ok
132000,66,309.304,-448787.560863,140535.609375,-308251.951488,3.92175,6.54019,6.16645,3.92175,2,1.21124,3.57093,0,0,ok
134000,67,309.341,-446407.235667,140552.375,-305854.860667,3.09964,6.52773,6.15486,3.09964,2,1.12206,3.25658,0,0,ok
136000,68,310.159,-447340.853832,140923.90625,-306416.947582,3.93054,6.52262,6.30549,3.93054,2,1.1664,3.2151,0,0,ok
138000,69,310.739,-448375.074535,141187.4375,-307187.637035,3.78033,6.46791,6.08931,3.78033,2,1.35625,3.28548,0,0,ok
140000,70,310.689,-447531.635082,141164.9375,-306366.697582,3.47914,6.12642,6.47285,3.47914,2,1.14222,3.15998,0,0,ok
142000,71,312.347,-447696.497386,141918.265625,-305778.231761,3.52061,5.99243,6.68101,3.52061,2,1.00501,3.19711,0,0,ok
144000,72,308.982,-447537.532542,140389.125,-307148.407542,3.62648,5.34285,5.78616,3.62648,2,0.581563,2.77631,0,0,ok
146000,73,311.208,-446963.986644,141400.59375,-305563.392894,3.5049,5.90883,7.18364,3.5049,2,0.784029,3.04037,0,0,ok
148000,74,309.599,-448496.436839,140669.5,-307826.936839,3.21885,5.30606,6.32516,3.21885,2,0.733868,2.94973,0,0,ok
150000,75,311.515,-446393.050121,141540.28125,-304852.768871,3.3027,5.72871,5.84899,3.3027,2,0.649566,2.75745,0,0,ok
152000,76,309.117,-447908.082347,140450.453125,-307457.629222,3.32901,6.45804,6.24038,3.32901,2,1.26098,3.49822,0,0,ok
154000,77,309.833,-447694.356761,140775.734375,-306918.622386,3.6986,6.41115,5.82931,3.6986,2,1.17635,3.51209,0,0,ok
156000,78,309.745,-446460.214183,140735.8125,-305724.401683,3.62534,6.72178,5.8217,3.62534,2,1.24231,3.33848,0,0,ok
158000,79,310.147,-446266.794261,140918.71875,-305348.075511,3.45349,5.9313,5.89784,3.45349,2,0.861279,2.93082,0,0,ok
160000,80,310.406,-448634.064769,141036.109375,-307597.955394,3.44241,5.42615,6.41631,3.44241,2,0.713482,3.01131,0,0,ok
162000,81,310.74,-447792.579417,141188.078125,-306604.501292,3.49745,5.37931,6.36688,3.49745,2,0.717991,2.97268,0,0,ok
164000,82,311.148,-448353.320628,141373.390625,-306979.930003,3.35928,5.54272,6.76204,3.35928,2,0.779146,3.09786,0,0,ok
166000,83,310.55,-448996.816722,141101.59375,-307895.222972,3.42705,7.07087,7.24273,3.42705,2,1.42854,3.6539,0,0,ok
168000,84,309.913,-447360.077464,140812.09375,-306547.983714,3.94042,6.32134,7.28246,3.94042,2,1.29072,3.75391,0,0,ok
170000,85,310.309,-448115.789378,140992.28125,-307123.508128,3.29851,6.19757,6.19652,3.29851,2,0.908842,3.17774,0,0,ok
172000,86,310.547,-446797.328929,141100.296875,-305697.032054,3.67912,6.68276,6.58877,3.67912,2,1.21848,3.62898,0,0,ok
174000,87,307.72,-447790.242503,139815.984375,-307974.258128,3.63828,7.09401,7.04033,3.63828,2,1.72697,4.03875,0,0,ok
176000,88,309.238,-447379.319652,140505.5,-306873.819652,3.92146,6.29632,6.28305,3.92146,2,1.42134,3.8129,0,0,ok
178000,89,309.385,-447817.051585,140572.40625,-307244.645335,3.49499,6.34904,5.90733,3.49499,2,0.971495,3.19006,0,0,ok
180000,90,314.443,-446995.838207,142870.421875,-304125.416332,3.53183,5.88228,5.81619,3.53183,2,0.707655,3.12711,0,0,ok
182000,91,308.281,-446688.974437,140070.828125,-306618.146312,3.49224,5.94673,6.89442,3.49224,2,0.858709,3.2261,0,0,ok
184000,92,310.739,-446603.250316,141187.609375,-305415.640941,3.44311,5.67493,6.62786,3.44311,2,0.912701,3.16943,0,0,ok
186000,93,308.587,-447751.914378,140209.6875,-307542.226878,3.41042,5.84546,5.86968,3.41042,2,0.739326,3.11399,0,0,ok
188000,94,310.563,-448269.060863,141107.375,-307161.685863,3.51965,6.51736,6.18523,3.51965,2,1.32902,3.66711,0,0,ok
190000,95,308.07,-448564.364574,139975.03125,-308589.333324,3.40126,6.19207,5.87876,3.40126,2,1.08161,3.27442,0,0,ok
192000,96,310.104,-447459.960277,140898.984375,-306560.975902,3.26002,6.51812,6.99876,3.26002,2,1.23154,3.40821,0,0,ok
194000,97,310.256,-447871.203441,140968.15625,-306903.047191,3.7209,6.0747,5.57997,3.7209,2,1.19633,3.28382,0,0,ok
196000,98,311.685,-448721.983714,141617.4375,-307104.546214,3.80078,5.86569,6.17269,3.80078,2,0.962486,3.09125,0,0,ok
198000,99,307.92,-448413.351878,139906.765625,-308506.586253,3.37626,6.58199,5.81674,3.37626,2,1.16033,3.4182,0,0,ok
200000,100,308.83,-447549.047191,140320.125,-307228.922191,3.49956,6.31934,6.5774,3.49956,2,0.982462,3.43107,0,0,ok
