step,time_ps,temperature_K,potential_energy_kJ_mol,kinetic_energy_kJ_mol,total_energy_kJ_mol,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_min_distance_to_key_residues_A,ligand_near_chains_count,ligand_heavy_rmsd_vs_100ps_input_A,ligand_heavy_rmsd_vs_original_R2_minimized_input_A,severe_lt_1A,close_lt_1p5A,status
154000,77,309.301,-447083.606576,140530.3125,-306553.294076,3.20516,4.19517,6.09187,3.20516,2,1.68583,3.31966,0,0,ok
156000,78,308.603,-448289.450326,140212.96875,-308076.481576,3.24597,3.96665,6.29494,3.24597,2,1.83016,3.63037,0,0,ok
158000,79,311.969,-447357.891732,141742.453125,-305615.438607,3.44338,4.6258,5.91788,3.44338,2,1.63165,3.65427,0,0,ok
160000,80,311.277,-447693.691537,141428.046875,-306265.644662,3.25305,5.27632,6.19211,3.25305,2,1.89897,3.486,0,0,ok
162000,81,311.056,-447133.449349,141327.5,-305805.949349,3.4121,5.21896,6.24644,3.4121,2,1.89385,3.47019,0,0,ok
164000,82,310.431,-449169.842904,141043.71875,-308126.124154,3.43233,4.74686,6.52867,3.43233,2,1.61007,3.48319,0,0,ok
166000,83,310.494,-447199.573373,141072.484375,-306127.088998,3.58173,4.25623,5.25904,3.58173,2,1.45417,2.98091,0,0,ok
168000,84,311.816,-449076.808724,141673.15625,-307403.652474,3.36392,4.44569,6.13051,3.36392,2,1.71555,3.60431,0,0,ok
170000,85,311.27,-448533.020638,141424.71875,-307108.301888,3.48015,4.69139,5.90333,3.48015,2,1.7368,3.11604,0,0,ok
172000,86,309.966,-448059.75306,140832.609375,-307227.143685,3.45074,5.01677,6.19215,3.45074,2,1.64546,3.31701,0,0,ok
174000,87,311.467,-447195.524544,141514.421875,-305681.102669,3.58325,4.28633,5.55964,3.58325,2,1.57923,3.31646,0,0,ok
176000,88,310.983,-448490.284798,141294.625,-307195.659798,3.7157,4.42978,5.97613,3.7157,2,1.59915,3.39164,0,0,ok
178000,89,308.874,-447600.522591,140336.109375,-307264.413216,3.49121,5.76599,6.26118,3.49121,2,1.86833,3.33155,0,0,ok
180000,90,309.879,-448366.621224,140792.953125,-307573.668099,3.5685,4.06063,4.86857,3.5685,2,1.74929,3.38459,0,0,ok
182000,91,309.923,-447290.103646,140812.859375,-306477.244271,4.05267,3.6883,5.61891,3.6883,2,1.70028,3.5527,0,0,ok
184000,92,312.675,-448804.622201,142063.4375,-306741.184701,3.48636,3.95998,5.80652,3.48636,2,1.9019,3.47058,0,0,ok
186000,93,310.232,-447862.725716,140953.25,-306909.475716,3.64329,3.88109,6.26358,3.64329,2,1.4702,3.71525,0,0,ok
188000,94,309.757,-449911.335091,140737.46875,-309173.866341,3.44868,4.31366,6.6865,3.44868,2,1.90692,4.04892,0,0,ok
190000,95,311,-447584.264779,141302.078125,-306282.186654,3.35327,4.12627,6.21028,3.35327,2,2.12332,4.23068,0,0,ok
192000,96,312.304,-447699.402474,141894.53125,-305804.871224,3.64061,3.73452,6.35915,3.64061,2,1.79296,3.78316,0,0,ok
194000,97,311.092,-447699.264779,141343.90625,-306355.358529,3.28485,3.73111,6.21542,3.28485,2,1.77413,3.81972,0,0,ok
196000,98,309.411,-447799.809701,140580.421875,-307219.387826,3.72654,3.835,6.19602,3.72654,2,1.45383,3.70409,0,0,ok
198000,99,312.233,-448528.254037,141862.421875,-306665.832162,3.52838,3.53594,5.38777,3.52838,2,1.59825,3.45508,0,0,ok
200000,100,313.032,-449638.141732,142225.40625,-307412.735482,3.60753,4.19607,5.63985,3.60753,2,1.59628,3.55301,0,0,ok
