step,time_ps,temperature_K,potential_energy_kJ_mol,kinetic_energy_kJ_mol,total_energy_kJ_mol,ligand_distance_TYR13_A,ligand_distance_VAL17_A,ligand_distance_SER20_A,ligand_min_distance_to_key_residues_A,ligand_near_chains_count,ligand_heavy_rmsd_vs_100ps_input_A,ligand_heavy_rmsd_vs_original_R2_minimized_input_A,severe_lt_1A,close_lt_1p5A,status
62000,31,312.032,-447301.025875,141762.140625,-305538.88525,3.54261,5.20449,4.72734,3.54261,2,0.76342,1.29628,0,0,ok
64000,32,310.11,-448754.318844,140889.046875,-307865.271969,3.48613,5.05199,4.81575,3.48613,2,1.06921,1.66003,0,0,ok
66000,33,309.488,-446967.840817,140606.328125,-306361.512692,3.56456,4.89958,5.15476,3.56456,2,0.866368,1.48828,0,0,ok
68000,34,310.04,-447040.776852,140856.828125,-306183.948727,3.42979,4.51774,4.9093,3.42979,2,0.969569,1.93867,0,0,ok
70000,35,312.102,-447690.38525,141793.84375,-305896.5415,3.5069,4.98175,4.74394,3.5069,2,0.941928,2.02922,0,0,ok
72000,36,311.15,-447444.872555,141361.3125,-306083.560055,3.84405,4.15541,4.88051,3.84405,2,0.89856,1.50731,0,0,ok
74000,37,311.193,-447738.220699,141380.71875,-306357.501949,3.56847,4.24923,4.02427,3.56847,2,0.955965,1.53737,0,0,ok
76000,38,309.537,-447109.336422,140628.625,-306480.711422,3.58594,4.01869,4.60304,3.58594,2,1.16609,1.92457,0,0,ok
78000,39,312.534,-448283.258297,141990.109375,-306293.148922,3.22008,4.54002,4.87089,3.22008,2,0.585391,1.69238,0,0,ok
80000,40,310.114,-447956.480953,140890.75,-307065.730953,3.34438,5.33136,4.73102,3.34438,2,0.826044,2.0176,0,0,ok
82000,41,310.623,-447078.965328,141121.875,-305957.090328,3.38644,4.00491,3.96871,3.38644,2,0.90452,1.4785,0,0,ok
84000,42,313.158,-446875.645016,142273.71875,-304601.926266,3.25733,4.40625,4.58073,3.25733,2,0.915307,1.71548,0,0,ok
86000,43,310.568,-448224.937985,141096.90625,-307128.031735,3.3146,4.72671,4.69674,3.3146,2,1.04569,2.11339,0,0,ok
88000,44,309.585,-447928.120113,140650.203125,-307277.916988,3.26682,5.16117,4.12292,3.26682,2,1.25047,2.13119,0,0,ok
90000,45,309.737,-447852.942867,140719.578125,-307133.364742,3.65286,5.52188,4.49309,3.65286,2,1.16861,2.00208,0,0,ok
92000,46,310.661,-446866.154781,141139.265625,-305726.889156,3.07178,5.30857,4.66994,3.07178,2,1.08672,2.14368,0,0,ok
94000,47,309.23,-447433.876461,140489.015625,-306944.860836,3.25106,4.88106,4.72002,3.25106,2,1.07602,1.92749,0,0,ok
96000,48,308.766,-447775.843258,140278.125,-307497.718258,3.68597,4.55848,4.72539,3.68597,2,1.30823,1.9575,0,0,ok
98000,49,309.236,-447176.696774,140491.84375,-306684.853024,3.33991,4.84624,4.86303,3.33991,2,0.960465,1.41987,0,0,ok
100000,50,309.061,-447337.496578,140412.4375,-306925.059078,3.51027,4.24746,5.10925,3.51027,2,0.944819,1.64903,0,0,ok
102000,51,311.438,-446526.63818,141492.265625,-305034.372555,3.23608,5.35778,5.61228,3.23608,2,0.854622,1.71598,0,0,ok
104000,52,311.316,-446525.960446,141436.65625,-305089.304196,3.56199,5.12021,5.23145,3.56199,2,1.00362,1.84201,0,0,ok
106000,53,311.076,-446715.140133,141327.796875,-305387.343258,3.38779,5.6886,5.94181,3.38779,2,0.959667,1.93985,0,0,ok
108000,54,311.08,-446298.973629,141329.71875,-304969.254879,3.65536,5.43062,5.54256,3.65536,2,0.78627,1.53415,0,0,ok
110000,55,311.538,-448340.751461,141537.390625,-306803.360836,3.41783,4.372,4.09457,3.41783,2,1.13347,1.36525,0,0,ok
112000,56,308.509,-447545.846188,140161.484375,-307384.361813,3.40811,4.70501,4.40665,3.40811,2,0.846955,1.2784,0,0,ok
114000,57,309.681,-447736.318844,140693.875,-307042.443844,3.52536,4.83108,4.21748,3.52536,2,0.785358,1.45871,0,0,ok
116000,58,310.217,-447270.905758,140937.375,-306333.530758,3.75037,4.16353,4.38142,3.75037,2,0.581984,1.2887,0,0,ok
118000,59,309.827,-446012.486324,140760.234375,-305252.251949,3.49198,3.86996,5.53183,3.49198,2,1.23328,2.05151,0,0,ok
120000,60,311.019,-446453.451656,141302,-305151.451656,3.49553,4.83889,4.72646,3.49553,2,0.560906,1.65571,0,0,ok
122000,61,309.749,-445792.071774,140724.71875,-305067.353024,3.6381,3.73873,5.55139,3.6381,2,0.845955,1.68865,0,0,ok
124000,62,311.209,-447417.257809,141388,-306029.257809,3.58269,4.15073,5.00176,3.58269,2,0.577955,1.35495,0,0,ok
126000,63,310.366,-447195.818844,141005.25,-306190.568844,3.51978,4.07855,5.23538,3.51978,2,1.01542,1.47492,0,0,ok
128000,64,308.956,-446345.787594,140364.578125,-305981.209469,3.42734,3.92232,4.89938,3.42734,2,0.829514,1.24222,0,0,ok
130000,65,310.048,-446180.066891,140860.65625,-305319.410641,3.18709,5.29749,5.4939,3.18709,2,0.651583,1.65607,0,0,ok
132000,66,309.966,-447651.35986,140823.34375,-306828.01611,3.46603,3.43751,4.59972,3.43751,2,0.659031,1.41602,0,0,ok
134000,67,310.766,-448253.969235,141186.796875,-307067.17236,3.44805,5.13461,4.4045,3.44805,2,0.788698,1.80817,0,0,ok
136000,68,311.79,-448871.029781,141651.921875,-307219.107906,3.19787,4.45371,4.60187,3.19787,2,0.535583,1.70996,0,0,ok
138000,69,310.268,-447443.462887,140960.578125,-306482.884762,3.50286,5.16256,4.64821,3.50286,2,0.926674,1.93834,0,0,ok
140000,70,311.443,-448350.241696,141494.3125,-306855.929196,3.55703,4.50796,4.97537,3.55703,2,0.740427,1.97171,0,0,ok
142000,71,308.981,-448445.281735,140376.09375,-308069.187985,3.57562,4.67236,4.28948,3.57562,2,0.881889,1.85139,0,0,ok
144000,72,310.666,-448117.63818,141141.5625,-306976.07568,3.45033,4.16334,3.86193,3.45033,2,1.26715,1.63819,0,0,ok
146000,73,308.722,-448626.687985,140258.4375,-308368.250485,3.78902,3.97314,4.59624,3.78902,2,1.30123,1.81695,0,0,ok
148000,74,312.253,-447916.754391,141862.59375,-306054.160641,4.06784,5.42326,4.74104,4.06784,2,1.00834,1.61343,0,0,ok
150000,75,311.016,-447070.164547,141300.3125,-305769.852047,3.74871,5.45604,4.94286,3.74871,2,1.28057,1.62478,0,0,ok
152000,76,310.718,-447698.346188,141164.9375,-306533.408688,3.40932,5.85451,5.39062,3.40932,2,1.07527,1.95566,0,0,ok
154000,77,309.653,-448274.309078,140681.15625,-307593.152828,3.42634,5.64814,5.4465,3.42634,2,1.11665,1.89795,0,0,ok
156000,78,308.709,-447492.915524,140252.53125,-307240.384274,3.82413,5.75564,4.74299,3.82413,2,1.01094,1.80077,0,0,ok
158000,79,310.483,-448331.985836,141058.203125,-307273.782711,3.54447,4.86067,5.67283,3.54447,2,1.00141,2.13818,0,0,ok
160000,80,310.685,-449205.645504,141150,-308055.645504,3.28231,4.78654,4.84262,3.28231,2,1.03191,2.21566,0,0,ok
162000,81,308.903,-449290.930172,140340.515625,-308950.414547,3.68747,4.28969,5.05926,3.68747,2,0.82493,1.82963,0,0,ok
164000,82,309.23,-448242.83691,140488.84375,-307753.99316,3.44896,4.59874,4.22736,3.44896,2,0.730339,1.41661,0,0,ok
166000,83,309.468,-447178.821774,140597.046875,-306581.774899,3.26261,3.76398,3.97211,3.26261,2,0.985277,1.76347,0,0,ok
168000,84,311.915,-448734.898922,141709,-307025.898922,3.48293,4.92334,5.0049,3.48293,2,1.02826,1.86948,0,0,ok
170000,85,311.292,-447035.383297,141425.734375,-305609.648922,3.65656,5.26057,5.09575,3.65656,2,0.648065,1.72776,0,0,ok
172000,86,310.891,-448174.406735,141243.59375,-306930.812985,3.17801,4.93212,5.08402,3.17801,2,1.07661,2.09239,0,0,ok
174000,87,309.943,-448224.143063,140812.84375,-307411.299313,3.58272,4.49573,5.24791,3.58272,2,0.919935,1.89001,0,0,ok
176000,88,311.288,-446817.104,141423.9375,-305393.1665,3.23733,4.84697,4.54403,3.23733,2,0.692248,1.7026,0,0,ok
178000,89,310.731,-447264.814938,141171.09375,-306093.721188,3.23309,5.71794,5.02545,3.23309,2,0.680279,1.85909,0,0,ok
180000,90,310.968,-447898.253414,141278.6875,-306619.565914,3.32247,4.49207,4.65003,3.32247,2,0.553467,1.88832,0,0,ok
182000,91,311.147,-447049.097653,141359.921875,-305689.175778,3.09182,5.51229,5.13359,3.09182,2,0.849977,2.03525,0,0,ok
184000,92,310.025,-448567.415524,140850.21875,-307717.196774,3.93331,6.29635,5.33023,3.93331,2,1.54505,2.3415,0,0,ok
186000,93,310.062,-448165.213375,140867.09375,-307298.119625,3.23614,6.94213,6.38796,3.23614,2,1.52767,2.45232,0,0,ok
188000,94,310.701,-448083.719235,141157.21875,-306926.500485,3.25949,6.67301,5.92962,3.25949,2,1.54973,2.4287,0,0,ok
190000,95,312.926,-447360.638668,142168.40625,-305192.232418,3.70202,6.2774,6.15105,3.70202,2,1.1409,2.10395,0,0,ok
192000,96,311.829,-447442.471188,141669.578125,-305772.893063,3.82405,5.97518,5.32857,3.82405,2,1.13037,2.10777,0,0,ok
194000,97,306.928,-446568.645016,139443.390625,-307125.254391,3.68103,5.65172,6.1636,3.68103,2,0.87665,1.80733,0,0,ok
196000,98,310.36,-447123.979,141002.46875,-306121.51025,3.46891,5.69003,5.98425,3.46891,2,1.06275,1.94506,0,0,ok
198000,99,311.35,-448812.180172,141452.125,-307360.055172,3.85374,6.92879,5.87179,3.85374,2,1.57828,2.48472,0,0,ok
200000,100,311.039,-446521.780758,141310.8125,-305210.968258,3.3584,6.19057,6.19966,3.3584,2,1.11044,2.15594,0,0,ok
